stock_date,open,high,low,close,adjclose,volume,prev_1day_mean_score,prev_1day_news_count,prev_1day_mean_numeric
2015-02-02,0.48300001,0.492500007,0.473500013,0.490500003,0.470975697,259604000,0.0,0.0,0.0
2015-02-03,0.493999988,0.503250003,0.49149999,0.502749979,0.482737988,183468000,0.0,0.0,0.0
2015-02-04,0.501250029,0.509750009,0.499749988,0.504000008,0.483938336,181516000,0.0,0.0,0.0
2015-02-05,0.504499972,0.512499988,0.504000008,0.512250006,0.491859794,140448000,0.0,0.0,0.0
2015-02-06,0.511749983,0.517750025,0.507749975,0.50999999,0.489699334,210524000,0.0,0.0,0.0
2015-02-09,0.507000029,0.510999978,0.503750026,0.509500027,0.489219248,273944000,0.0,0.0,0.0
2015-02-10,0.50999999,0.523999989,0.507749975,0.523750007,0.50290221,226204000,0.0,0.0,0.0
2015-02-11,0.524999976,0.524999976,0.516749978,0.520250022,0.499541551,320832000,0.0,0.0,0.0
2015-02-12,0.550000012,0.5625,0.546750009,0.557500005,0.535308659,676904000,0.0,0.0,0.0
2015-02-13,0.556249976,0.558499992,0.547749996,0.557749987,0.535548806,310084000,0.0,0.0,0.0
2015-02-17,0.55675,0.562250018,0.553250015,0.559499979,0.537229002,203340000,0.0,0.0,0.0
2015-02-18,0.558749974,0.559750021,0.551999986,0.552999973,0.53098768,170948000,0.0,0.0,0.0
2015-02-19,0.560000002,0.56099999,0.551999986,0.554499984,0.532428086,169432000,0.0,0.0,0.0
2015-02-20,0.55400002,0.558749974,0.550000012,0.558499992,0.53626883,157752000,0.0,0.0,0.0
2015-02-23,0.55825001,0.55825001,0.551249981,0.55400002,0.53194803,125008000,0.0,0.0,0.0
2015-02-24,0.55400002,0.557749987,0.549000025,0.557749987,0.537610948,149356000,0.0,0.0,0.0
2015-02-25,0.555499971,0.558000028,0.550999999,0.553499997,0.533514559,123820000,0.0,0.0,0.0
2015-02-26,0.55400002,0.55825001,0.550499976,0.555000007,0.53496027,152864000,0.0,0.0,0.0
2015-02-27,0.553499997,0.554750025,0.549499989,0.551500022,0.531586647,157492000,0.0,0.0,0.0
2015-03-02,0.550000012,0.568000019,0.549250007,0.564999998,0.544599116,301512000,0.0,0.0,0.0
2015-03-03,0.560750008,0.563499987,0.552749991,0.554499984,0.534478247,160344000,0.0,0.0,0.0
2015-03-04,0.55250001,0.561999977,0.550249994,0.560750008,0.540502667,226840000,0.0,0.0,0.0
2015-03-05,0.560750008,0.57249999,0.559249997,0.571500003,0.550864458,323056000,0.0,0.0,0.0
2015-03-06,0.56825,0.57099998,0.563250005,0.563750029,0.543394268,257392000,0.0,0.0,0.0
2015-03-09,0.56400001,0.569500029,0.562749982,0.565249979,0.544840157,222388000,0.0,0.0,0.0
2015-03-10,0.567749977,0.578750014,0.56674999,0.574999988,0.554237902,527212000,0.0,0.0,0.0
2015-03-11,0.574999988,0.582499981,0.570500016,0.572000027,0.551346362,262120000,0.0,0.0,0.0
2015-03-12,0.566500008,0.570749998,0.555999994,0.56674999,0.546285748,406972000,0.0,0.0,0.0
2015-03-13,0.56400001,0.569000006,0.556249976,0.567499995,0.547008991,359288000,0.0,0.0,0.0
2015-03-16,0.572000027,0.577750027,0.56825,0.574249983,0.553515017,236956000,0.0,0.0,0.0
2015-03-17,0.573000014,0.581499994,0.569000006,0.581250012,0.560262442,299900000,0.0,0.0,0.0
2015-03-18,0.581250012,0.584249973,0.566500008,0.571749985,0.55110532,413844000,0.0,0.0,0.0
2015-03-19,0.573750019,0.582499981,0.569500029,0.580500007,0.559539437,310756000,0.0,0.0,0.0
2015-03-20,0.58525002,0.590250015,0.579750001,0.586749971,0.565563738,462084000,0.0,0.0,0.0
2015-03-23,0.569249988,0.57674998,0.567499995,0.567749977,0.547249615,426012000,0.0,0.0,0.0
2015-03-24,0.565999985,0.569999993,0.557500005,0.560000002,0.539779782,330480000,0.0,0.0,0.0
2015-03-25,0.559750021,0.559750021,0.524249971,0.526000023,0.507007182,542552000,0.0,0.0,0.0
2015-03-26,0.515250027,0.526499987,0.511500001,0.524249971,0.505320549,311920000,0.0,0.0,0.0
2015-03-27,0.527249992,0.536499977,0.518750012,0.534500003,0.515200377,318288000,0.0,0.0,0.0
2015-03-30,0.537,0.539499998,0.529999971,0.536750019,0.517369211,253252000,0.0,0.0,0.0
2015-03-31,0.535250008,0.535749972,0.52275002,0.523249984,0.504356742,357276000,0.0,0.0,0.0
2015-04-01,0.525250018,0.52700001,0.516250014,0.525250018,0.506284416,330768000,0.0,0.0,0.0
2015-04-02,0.528249979,0.52974999,0.522000015,0.526499987,0.507489324,192204000,0.0,0.0,0.0
2015-04-06,0.524249971,0.543500006,0.518750012,0.541750014,0.522188723,515864000,0.0,0.0,0.0
2015-04-07,0.541750014,0.55250001,0.538749993,0.546500027,0.526767254,413964000,0.0,0.0,0.0
2015-04-08,0.546999991,0.55250001,0.541750014,0.550499976,0.530622661,366432000,0.0,0.0,0.0
2015-04-09,0.546249986,0.564999998,0.546000004,0.563250005,0.542912245,379432000,0.0,0.0,0.0
2015-04-10,0.563750029,0.569249988,0.561749995,0.569000006,0.548454762,258728000,0.0,0.0,0.0
