,date,open,high,low,close,adjclose,volume
40,2015/3/3,0.560750008,0.563499987,0.552749991,0.554499984,0.534478247,160344000
41,2015/3/4,0.55250001,0.561999977,0.550249994,0.560750008,0.540502667,226840000
42,2015/3/5,0.560750008,0.57249999,0.559249997,0.571500003,0.550864458,323056000
43,2015/3/6,0.56825,0.57099998,0.563250005,0.563750029,0.543394268,257392000
44,2015/3/9,0.56400001,0.569500029,0.562749982,0.565249979,0.544840157,222388000
45,2015/3/10,0.567749977,0.578750014,0.56674999,0.574999988,0.554237902,527212000
46,2015/3/11,0.574999988,0.582499981,0.570500016,0.572000027,0.551346362,262120000
47,2015/3/12,0.566500008,0.570749998,0.555999994,0.56674999,0.546285748,406972000
48,2015/3/13,0.56400001,0.569000006,0.556249976,0.567499995,0.547008991,359288000
49,2015/3/16,0.572000027,0.577750027,0.56825,0.574249983,0.553515017,236956000
50,2015/3/17,0.573000014,0.581499994,0.569000006,0.581250012,0.560262442,299900000
51,2015/3/18,0.581250012,0.584249973,0.566500008,0.571749985,0.55110532,413844000
52,2015/3/19,0.573750019,0.582499981,0.569500029,0.580500007,0.559539437,310756000
53,2015/3/20,0.58525002,0.590250015,0.579750001,0.586749971,0.565563738,462084000
54,2015/3/23,0.569249988,0.57674998,0.567499995,0.567749977,0.547249615,426012000
55,2015/3/24,0.565999985,0.569999993,0.557500005,0.560000002,0.539779782,330480000
56,2015/3/25,0.559750021,0.559750021,0.524249971,0.526000023,0.507007182,542552000
57,2015/3/26,0.515250027,0.526499987,0.511500001,0.524249971,0.505320549,311920000
58,2015/3/27,0.527249992,0.536499977,0.518750012,0.534500003,0.515200377,318288000
59,2015/3/30,0.537,0.539499998,0.529999971,0.536750019,0.517369211,253252000
60,2015/3/31,0.535250008,0.535749972,0.52275002,0.523249984,0.504356742,357276000
61,2015/4/1,0.525250018,0.52700001,0.516250014,0.525250018,0.506284416,330768000
62,2015/4/2,0.528249979,0.52974999,0.522000015,0.526499987,0.507489324,192204000
63,2015/4/6,0.524249971,0.543500006,0.518750012,0.541750014,0.522188723,515864000
64,2015/4/7,0.541750014,0.55250001,0.538749993,0.546500027,0.526767254,413964000
65,2015/4/8,0.546999991,0.55250001,0.541750014,0.550499976,0.530622661,366432000
66,2015/4/9,0.546249986,0.564999998,0.546000004,0.563250005,0.542912245,379432000
67,2015/4/10,0.563750029,0.569249988,0.561749995,0.569000006,0.548454762,258728000
68,2015/4/13,0.567749977,0.57099998,0.561249971,0.563750029,0.543394268,236724000
69,2015/4/14,0.561500013,0.563750029,0.553499997,0.559000015,0.538815677,220276000
70,2015/4/15,0.560500026,0.569999993,0.557749987,0.565750003,0.545322239,243560000
71,2015/4/16,0.5625,0.567250013,0.55825001,0.562250018,0.541948557,155284000
72,2015/4/17,0.550499976,0.560500026,0.550249994,0.555000007,0.53496027,293636000
73,2015/4/20,0.557500005,0.56099999,0.551249981,0.552250028,0.532309473,231624000
74,2015/4/21,0.559000015,0.559000015,0.548749983,0.551500022,0.531586647,230456000
75,2015/4/22,0.554750025,0.558499992,0.546249986,0.557749987,0.537610948,207420000
76,2015/4/23,0.547500014,0.560750008,0.54124999,0.555499971,0.535442114,259380000
77,2015/4/24,0.555249989,0.555499971,0.544499993,0.550750017,0.530863583,240960000
78,2015/4/27,0.55250001,0.564750016,0.547749996,0.555000007,0.53496027,248456000
79,2015/4/28,0.55400002,0.559750021,0.548749983,0.557749987,0.537610948,234484000
80,2015/4/29,0.553749979,0.559249997,0.551249981,0.553499997,0.533514559,195156000
81,2015/4/30,0.550750017,0.557749987,0.549499989,0.555000007,0.53496027,218844000
82,2015/5/1,0.559499979,0.570500016,0.556999981,0.568750024,0.54821372,256968000
83,2015/5/4,0.56825,0.572000027,0.563499987,0.565249979,0.544840157,200720000
84,2015/5/5,0.563250005,0.56400001,0.54825002,0.550750017,0.530863583,292928000
85,2015/5/6,0.553749979,0.559000015,0.545249999,0.55250001,0.532550633,316484000
86,2015/5/7,0.550249994,0.56400001,0.548500001,0.562250018,0.541948557,534564000
87,2015/5/8,0.525250018,0.546000004,0.512250006,0.520749986,0.501947045,1146552000
88,2015/5/11,0.513499975,0.521000028,0.509500027,0.515749991,0.497127503,544144000
89,2015/5/12,0.512000024,0.524999976,0.511749983,0.520749986,0.501947045,388800000
90,2015/5/13,0.524500012,0.528500021,0.518750012,0.523750007,0.504838705,308524000
91,2015/5/14,0.525250018,0.535000026,0.523999989,0.532249987,0.513031542,293052000
92,2015/5/15,0.534500003,0.537,0.529250026,0.532500029,0.513272524,215824000
93,2015/5/18,0.53125,0.535000026,0.528750002,0.531750023,0.512549758,324972000
94,2015/5/19,0.529999971,0.531750023,0.524999976,0.526000023,0.509354055,253808000
95,2015/5/20,0.526250005,0.532500029,0.5255,0.526000023,0.509354055,196824000
96,2015/5/21,0.526250005,0.528500021,0.521749973,0.522249997,0.50572294,239692000
97,2015/5/22,0.523500025,0.5255,0.520250022,0.521499991,0.504996538,212592000
98,2015/5/26,0.518999994,0.522499979,0.51424998,0.518249989,0.501849234,259732000
99,2015/5/27,0.521749973,0.548500001,0.519999981,0.546000004,0.528721452,432332000
100,2015/5/28,0.546000004,0.555249989,0.545000017,0.553499997,0.53598392,327656000
101,2015/5/29,0.553499997,0.556999981,0.55250001,0.553250015,0.535741806,335168000
102,2015/6/1,0.55675,0.564999998,0.553250015,0.559499979,0.541793942,372660000
103,2015/6/2,0.555999994,0.559000015,0.547999978,0.548500001,0.531142175,224304000
104,2015/6/3,0.550000012,0.554250002,0.541499972,0.542500019,0.525331974,250788000
105,2015/6/4,0.539250016,0.55400002,0.539250016,0.552250028,0.534773529,323712000
106,2015/6/5,0.550499976,0.559000015,0.544749975,0.556500018,0.53888905,313320000
107,2015/6/8,0.554750025,0.558499992,0.537500024,0.543749988,0.526542425,342812000
108,2015/6/9,0.544250011,0.550499976,0.543250024,0.546500027,0.52920562,256888000
109,2015/6/10,0.540000021,0.543500006,0.533749998,0.536750019,0.519763947,529460000
110,2015/6/11,0.536750019,0.546249986,0.536750019,0.542500019,0.525331974,283052000
111,2015/6/12,0.538999975,0.542249978,0.526499987,0.527750015,0.511048675,323728000
112,2015/6/15,0.524999976,0.529250026,0.521000028,0.526750028,0.510080576,306548000
113,2015/6/16,0.525749981,0.533999979,0.520500004,0.533249974,0.516374826,256892000
114,2015/6/17,0.532999992,0.542500019,0.531750023,0.539499998,0.522426903,233544000
115,2015/6/18,0.54400003,0.551999986,0.542500019,0.548500001,0.531142175,299404000
116,2015/6/19,0.548500001,0.552999973,0.541750014,0.546750009,0.529447496,355656000
117,2015/6/22,0.547749996,0.550750017,0.536249995,0.544499993,0.527268708,514236000
118,2015/6/23,0.54549998,0.54974997,0.526250005,0.530499995,0.513711691,414064000
119,2015/6/24,0.52974999,0.532500029,0.52275002,0.525250018,0.508627892,253368000
120,2015/6/25,0.525250018,0.532500029,0.525250018,0.529250026,0.512501538,350460000
121,2015/6/26,0.524999976,0.5255,0.516250014,0.51849997,0.502091467,421296000
122,2015/6/29,0.512499988,0.517750025,0.502250016,0.503000021,0.487082034,391724000
123,2015/6/30,0.505999982,0.508249998,0.499249995,0.502749979,0.486839831,315916000
124,2015/7/1,0.515250027,0.522499979,0.505500019,0.50999999,0.493860513,302892000
125,2015/7/2,0.509750009,0.513750017,0.507250011,0.510500014,0.494344622,145764000
126,2015/7/6,0.506250024,0.513249993,0.500500023,0.50424999,0.488292545,214776000
127,2015/7/7,0.501250029,0.503250003,0.479000002,0.494749993,0.479093105,594252000
128,2015/7/8,0.492000014,0.495000005,0.48725,0.491250008,0.475703776,332492000
129,2015/7/9,0.499000013,0.501250029,0.482250005,0.485249996,0.469893754,357588000
130,2015/7/10,0.49149999,0.498250008,0.490249991,0.493750006,0.478124708,216708000
131,2015/7/13,0.498750001,0.499749988,0.493750006,0.497000009,0.481271923,212472000
132,2015/7/14,0.497750014,0.498250008,0.490750015,0.497249991,0.481513977,249216000
133,2015/7/15,0.495999992,0.499249995,0.489250004,0.493750006,0.478124708,265732000
134,2015/7/16,0.496749997,0.504750013,0.495000005,0.504750013,0.488776565,282848000
135,2015/7/17,0.503000021,0.503499985,0.495249987,0.501749992,0.485871643,220372000
136,2015/7/20,0.501749992,0.503750026,0.491250008,0.492500007,0.476914316,188412000
137,2015/7/21,0.49149999,0.501749992,0.49149999,0.494749993,0.479093105,149720000
138,2015/7/22,0.491250008,0.491250008,0.479250014,0.485249996,0.469893754,356472000
139,2015/7/23,0.486250013,0.49849999,0.485249996,0.491250008,0.475703776,169916000
140,2015/7/24,0.494749993,0.495249987,0.483500004,0.485500008,0.470135868,188844000
141,2015/7/27,0.481249988,0.488249987,0.47725001,0.482749999,0.467472881,192420000
142,2015/7/28,0.483999997,0.496499985,0.479000002,0.493250012,0.477640569,198308000
143,2015/7/29,0.492249995,0.503250003,0.490249991,0.499249995,0.483450681,232680000
144,2015/7/30,0.497999996,0.505500019,0.497999996,0.500500023,0.484661043,190180000
145,2015/7/31,0.502499998,0.502749979,0.49575001,0.498750001,0.482966572,218340000
146,2015/8/3,0.502749979,0.507749975,0.496250004,0.507250011,0.491197467,397132000
147,2015/8/4,0.505500019,0.510749996,0.503499985,0.509249985,0.493134081,260100000
148,2015/8/5,0.521749973,0.522249997,0.513499975,0.514500022,0.49821803,234628000
149,2015/8/6,0.513249993,0.51700002,0.502749979,0.511250019,0.495071024,655676000
150,2015/8/7,0.561500013,0.584249973,0.546999991,0.574500024,0.556319475,1405248000
151,2015/8/10,0.570500016,0.598749995,0.566999972,0.594500005,0.575686574,662304000
152,2015/8/11,0.585749984,0.597249985,0.585749984,0.591499984,0.572781146,435008000
153,2015/8/12,0.582000017,0.597249985,0.582000017,0.592999995,0.57423389,384048000
154,2015/8/13,0.59375,0.595000029,0.586499989,0.588,0.569391966,276884000
155,2015/8/14,0.587499976,0.592000008,0.583999991,0.588500023,0.569876313,214652000
156,2015/8/17,0.587499976,0.587499976,0.577499986,0.584749997,0.56624496,273880000
157,2015/8/18,0.580500007,0.584500015,0.57249999,0.577000022,0.561091304,287084000
158,2015/8/19,0.576250017,0.582750022,0.568499982,0.574750006,0.558903337,249248000
159,2015/8/20,0.56825,0.57099998,0.551249981,0.55400002,0.538725138,426932000
160,2015/8/21,0.550000012,0.559249997,0.536249995,0.536750019,0.521950841,382664000
161,2015/8/24,0.506749988,0.545750022,0.5,0.517750025,0.503474712,682284000
162,2015/8/25,0.540499985,0.542500019,0.507000029,0.507000029,0.49302122,622684000
163,2015/8/26,0.523500025,0.545750022,0.519500017,0.545249999,0.530216455,614976000
164,2015/8/27,0.550999999,0.565999985,0.547749996,0.565750003,0.550151169,463764000
165,2015/8/28,0.565750003,0.571749985,0.561749995,0.56825,0.552582324,320944000
166,2015/8/31,0.565500021,0.569500029,0.559750021,0.561999977,0.546504557,219352000
167,2015/9/1,0.545750022,0.555000007,0.535000026,0.538999975,0.524138749,353408000
168,2015/9/2,0.553749979,0.555499971,0.544499993,0.555249989,0.539940655,344044000
169,2015/9/3,0.563499987,0.566250026,0.555750012,0.55675,0.54139936,262556000
170,2015/9/4,0.547249973,0.555999994,0.543500006,0.543749988,0.528757751,287972000
171,2015/9/8,0.556999981,0.569249988,0.554750025,0.566999972,0.551366627,238448000
172,2015/9/9,0.568750024,0.573499978,0.554499984,0.555750012,0.54042697,289392000
173,2015/9/10,0.55250001,0.571500003,0.550000012,0.564499974,0.548935652,357076000
174,2015/9/11,0.55825001,0.569999993,0.555999994,0.566250026,0.550637603,301584000
175,2015/9/14,0.569000006,0.570749998,0.564249992,0.567250013,0.551609814,192460000
176,2015/9/15,0.567499995,0.576499999,0.565750003,0.573499978,0.557687521,327976000
177,2015/9/16,0.57249999,0.580749989,0.56825,0.577499986,0.56157726,173508000
178,2015/9/17,0.587499976,0.592750013,0.581499994,0.582750022,0.566682637,268712000
179,2015/9/18,0.574750006,0.587249994,0.571250021,0.582249999,0.566196442,326412000
180,2015/9/21,0.583000004,0.58950001,0.579999983,0.588249981,0.572030962,281840000
181,2015/9/22,0.575500011,0.57950002,0.569249988,0.572250009,0.556472123,228356000
182,2015/9/23,0.572749972,0.578499973,0.570500016,0.574999988,0.559146106,161632000
183,2015/9/24,0.571500003,0.592000008,0.5625,0.586000025,0.569843054,382440000
184,2015/9/25,0.593249977,0.601750016,0.584500015,0.590250015,0.573975742,369692000
185,2015/9/28,0.590250015,0.593999982,0.578750014,0.582499981,0.56643939,395584000
186,2015/9/29,0.588750005,0.59375,0.580500007,0.592750013,0.576406896,380736000
187,2015/9/30,0.598249972,0.616999984,0.594749987,0.616249979,0.59925884,556380000
188,2015/10/1,0.616249979,0.617999971,0.586749971,0.604250014,0.5875898,489296000
189,2015/10/2,0.601000011,0.620000005,0.594749987,0.620000005,0.602905512,386144000
190,2015/10/5,0.624000013,0.643249989,0.62075001,0.635500014,0.617978334,482024000
191,2015/10/6,0.628750026,0.646499991,0.626250029,0.643750012,0.626000762,453216000
192,2015/10/7,0.645250022,0.657000005,0.634750009,0.6505,0.632564545,310152000
193,2015/10/8,0.64775002,0.656000018,0.636749983,0.654250026,0.636211097,460068000
194,2015/10/9,0.650749981,0.657000005,0.639500022,0.651750028,0.633780181,423248000
195,2015/10/12,0.652499974,0.662500024,0.64775002,0.658749998,0.640587032,227588000
196,2015/10/13,0.653500021,0.663999975,0.651250005,0.660000026,0.641802609,298444000
197,2015/10/14,0.660749972,0.694750011,0.660000026,0.684000015,0.665140986,612148000
198,2015/10/15,0.685249984,0.699750006,0.678250015,0.685750008,0.666842639,526048000
199,2015/10/16,0.688000023,0.703000009,0.686249971,0.696500003,0.677296221,448396000
200,2015/10/19,0.698750019,0.702000022,0.687250018,0.695249975,0.676080644,294712000
201,2015/10/20,0.692250013,0.69749999,0.686999977,0.694249988,0.675108075,264824000
202,2015/10/21,0.698499978,0.702750027,0.684000015,0.685249984,0.666356504,386280000
203,2015/10/22,0.69325,0.712249994,0.692250013,0.709999979,0.690423965,306884000
204,2015/10/23,0.716250002,0.719500005,0.705500007,0.714749992,0.695043147,381776000
205,2015/10/26,0.715250015,0.717000008,0.704999983,0.711499989,0.691882491,247436000
206,2015/10/27,0.708000004,0.715499997,0.707499981,0.711000025,0.691396356,208268000
207,2015/10/28,0.715499997,0.716750026,0.704999983,0.716750026,0.696988046,217036000
208,2015/10/29,0.705250025,0.712499976,0.690750003,0.691999972,0.672920406,327168000
209,2015/10/30,0.699500024,0.714250028,0.694249988,0.709249973,0.689694822,301160000
210,2015/11/2,0.711499989,0.718249977,0.707249999,0.717499971,0.697717249,190088000
211,2015/11/3,0.713249981,0.71724999,0.70450002,0.712499976,0.692855,376768000
212,2015/11/4,0.710500002,0.715749979,0.69749999,0.700749993,0.681429029,442264000
213,2015/11/5,0.704249978,0.706250012,0.690750003,0.692749977,0.673649788,478800000
214,2015/11/6,0.761250019,0.798500001,0.745500028,0.788749993,0.767002881,1172272000
215,2015/11/9,0.781000018,0.787500024,0.774249971,0.785250008,0.763599157,492568000
216,2015/11/10,0.774999976,0.779250026,0.753750026,0.770250022,0.749012709,552260000
217,2015/11/11,0.770749986,0.776250005,0.75999999,0.76275003,0.741719663,619896000
218,2015/11/12,0.760999978,0.768000007,0.756749988,0.75999999,0.739045501,291080000
219,2015/11/13,0.760749996,0.763999999,0.741249979,0.745000005,0.724458933,292940000
220,2015/11/16,0.754750013,0.760500014,0.748749971,0.75999999,0.739045501,344280000
221,2015/11/17,0.762000024,0.766499996,0.756749988,0.75999999,0.739045501,257048000
222,2015/11/18,0.760249972,0.776750028,0.751999974,0.775749981,0.757225513,350216000
223,2015/11/19,0.778500021,0.785749972,0.772249997,0.777999997,0.759422004,254072000
224,2015/11/20,0.783749998,0.789250016,0.778999984,0.784749985,0.766010702,239744000
225,2015/11/23,0.79124999,0.79124999,0.770250022,0.773000002,0.754541278,242552000
226,2015/11/24,0.773000002,0.786000013,0.769500017,0.779250026,0.760642231,195428000
227,2015/11/25,0.777750015,0.787,0.7755,0.778249979,0.759666145,138300000
228,2015/11/27,0.77974999,0.787249982,0.775749981,0.784749985,0.766010702,86996000
229,2015/11/30,0.78549999,0.796500027,0.784749985,0.792999983,0.774063826,327244000
230,2015/12/1,0.800000012,0.819500029,0.799250007,0.818750024,0.799198747,409496000
231,2015/12/2,0.819999993,0.828499973,0.810750008,0.8125,0.793098092,294240000
232,2015/12/3,0.819000006,0.827499986,0.80675,0.810750008,0.791389883,246656000
233,2015/12/4,0.810750008,0.84525001,0.810750008,0.84375,0.823602021,458756000
234,2015/12/7,0.843500018,0.843500018,0.82525003,0.827750027,0.807983994,333588000
235,2015/12/8,0.817499995,0.842499971,0.812250018,0.838999987,0.818965256,314488000
236,2015/12/9,0.838750005,0.84375,0.809249997,0.817749977,0.798222661,372676000
237,2015/12/10,0.820249975,0.828999996,0.817499995,0.824500024,0.804811537,236596000
238,2015/12/11,0.816250026,0.822000027,0.810500026,0.812250018,0.79285413,227320000
239,2015/12/14,0.813000023,0.818750024,0.804499984,0.814249992,0.794806302,275892000
240,2015/12/15,0.823499978,0.829999983,0.819000006,0.824249983,0.804567456,307296000
241,2015/12/16,0.825999975,0.832000017,0.818750024,0.829249978,0.809448183,236356000
242,2015/12/17,0.830500007,0.838999987,0.816250026,0.81674999,0.797246397,254160000
243,2015/12/18,0.81099999,0.819249988,0.80250001,0.803499997,0.784312963,395896000
244,2015/12/21,0.812250018,0.823249996,0.805000007,0.82249999,0.802859366,284216000
245,2015/12/22,0.824999988,0.831499994,0.81825,0.823249996,0.80359149,130012000
246,2015/12/23,0.824500024,0.829750001,0.823000014,0.826499999,0.806763828,122524000
247,2015/12/24,0.824000001,0.831250012,0.822749972,0.829249978,0.809448183,52448000
248,2015/12/28,0.820500016,0.828499973,0.809000015,0.828499973,0.80871594,142024000
249,2015/12/29,0.828999996,0.844500005,0.82674998,0.842000008,0.821893811,203660000
250,2015/12/30,0.841250002,0.848500013,0.834500015,0.834749997,0.814816892,180344000
251,2015/12/31,0.833500028,0.837249994,0.824000001,0.824000001,0.804323614,148528000
252,2016/1/4,0.807250023,0.814499974,0.800999999,0.809249997,0.789925694,358076000
253,2016/1/5,0.824500024,0.836000025,0.8125,0.822250009,0.802615345,490272000
254,2016/1/6,0.808749974,0.8125,0.778999984,0.788250029,0.76942718,449344000
255,2016/1/7,0.76849997,0.773750007,0.746999979,0.757000029,0.73892343,645304000
256,2016/1/8,0.766749978,0.767499983,0.739250004,0.740750015,0.723061383,398472000
257,2016/1/11,0.74150002,0.747250021,0.72874999,0.741999984,0.724281549,409372000
258,2016/1/12,0.755249977,0.765500009,0.749249995,0.754499972,0.736483216,469356000
259,2016/1/13,0.760249972,0.765250027,0.730750024,0.73150003,0.714032352,481672000
260,2016/1/14,0.716499984,0.725000024,0.695500016,0.716750026,0.699634612,600236000
261,2016/1/15,0.688000023,0.696250021,0.666000009,0.677749991,0.661565781,841452000
262,2016/1/19,0.69174999,0.711250007,0.680499971,0.68325001,0.66693455,457140000
263,2016/1/20,0.670249999,0.695749998,0.661249995,0.686999977,0.67059499,481180000
264,2016/1/21,0.694500029,0.705749989,0.680249989,0.694999993,0.678404033,481456000
265,2016/1/22,0.708249986,0.716000021,0.706749976,0.711250007,0.694265842,257996000
266,2016/1/25,0.711000025,0.719250023,0.708999991,0.710500002,0.693533897,270728000
267,2016/1/26,0.712000012,0.720499992,0.704750001,0.717499971,0.700366676,227944000
268,2016/1/27,0.716499984,0.71875,0.695500016,0.708999991,0.692069709,231700000
269,2016/1/28,0.714749992,0.71724999,0.6875,0.701250017,0.684504688,276776000
270,2016/1/29,0.707249999,0.733749986,0.70450002,0.732249975,0.714764476,310504000
271,2016/2/1,0.73150003,0.736249983,0.725250006,0.732500017,0.715008438,289884000
272,2016/2/2,0.725000024,0.72874999,0.696500003,0.701499999,0.684748709,341908000
273,2016/2/3,0.707000017,0.711250007,0.688750029,0.704999983,0.688165247,326772000
274,2016/2/4,0.70599997,0.721249998,0.698249996,0.705250025,0.68840915,348140000
275,2016/2/5,0.700500011,0.708249986,0.658749998,0.660749972,0.644971907,600428000
276,2016/2/8,0.650749981,0.653999984,0.621249974,0.630500019,0.615444124,608852000
277,2016/2/9,0.623000026,0.663749993,0.620000005,0.637250006,0.622032821,425372000
278,2016/2/10,0.641250014,0.659749985,0.632250011,0.635749996,0.620568693,335800000
279,2016/2/11,0.619499981,0.638999999,0.619499981,0.632499993,0.617396593,340144000
280,2016/2/12,0.642499983,0.644500017,0.618749976,0.643249989,0.627889574,340816000
281,2016/2/16,0.652499974,0.675750017,0.6505,0.67474997,0.658637583,485352000
282,2016/2/17,0.68325001,0.698000014,0.680499971,0.691500008,0.674987495,771468000
283,2016/2/18,0.748250008,0.774500012,0.747500002,0.750999987,0.733066678,1068660000
284,2016/2/19,0.746999979,0.767750025,0.741249979,0.760999978,0.742827833,525628000
285,2016/2/22,0.772000015,0.796750009,0.770500004,0.787999988,0.76918298,449668000
286,2016/2/23,0.781750023,0.797500014,0.777999997,0.790000021,0.77113539,369380000
287,2016/2/24,0.786750019,0.796750009,0.764999986,0.79549998,0.77650398,336852000
288,2016/2/25,0.798500001,0.801249981,0.782999992,0.797249973,0.778212488,349616000
289,2016/2/26,0.800999999,0.802999973,0.783999979,0.791999996,0.77308768,361964000
290,2016/2/29,0.790250003,0.800499976,0.783500016,0.783999979,0.768066704,323344000
291,2016/3/1,0.786000013,0.818750024,0.784749985,0.818750024,0.802110493,348700000
292,2016/3/2,0.814249992,0.826499999,0.812749982,0.823499978,0.806764066,233812000
293,2016/3/3,0.82249999,0.825999975,0.805249989,0.816250026,0.799661577,302004000
294,2016/3/4,0.82249999,0.823249996,0.807500005,0.813750029,0.797212124,175304000
295,2016/3/7,0.809249997,0.814750016,0.797999978,0.808499992,0.792068958,239968000
296,2016/3/8,0.800249994,0.805000007,0.79124999,0.793749988,0.777618527,274940000
297,2016/3/9,0.800750017,0.801999986,0.782999992,0.793250024,0.777128935,222788000
298,2016/3/10,0.797999978,0.80250001,0.776000023,0.791999996,0.775904238,286084000
299,2016/3/11,0.803749979,0.805750012,0.794250011,0.805499971,0.789129853,277400000
300,2016/3/14,0.801750004,0.810750008,0.797999978,0.807500005,0.791089177,190312000
301,2016/3/15,0.803250015,0.808499992,0.789250016,0.803499997,0.787170529,226216000
302,2016/3/16,0.797500014,0.830250025,0.793749988,0.827499986,0.810682654,363644000
303,2016/3/17,0.824500024,0.828499973,0.809249997,0.820500016,0.80382514,353680000
304,2016/3/18,0.830250025,0.856249988,0.824999988,0.84525001,0.828071892,545512000
305,2016/3/21,0.837750018,0.84799999,0.828750014,0.847750008,0.830521107,337780000
306,2016/3/22,0.845000029,0.85224998,0.835749984,0.846249998,0.829051614,242012000
307,2016/3/23,0.850000024,0.866999984,0.846249998,0.86075002,0.84325695,429008000
308,2016/3/24,0.852999985,0.863499999,0.850250006,0.861999989,0.844481587,244956000
309,2016/3/28,0.860499978,0.874499977,0.859499991,0.87075001,0.853053749,265388000
310,2016/3/29,0.866999984,0.886749983,0.86500001,0.884750009,0.866769373,261812000
311,2016/3/30,0.888000011,0.90625,0.887499988,0.893999994,0.875831246,376700000
312,2016/3/31,0.898000002,0.899999976,0.883750021,0.890749991,0.872647405,379884000
313,2016/4/1,0.885249972,0.904250026,0.878499985,0.903750002,0.885383308,348292000
314,2016/4/4,0.911249995,0.916000009,0.891499996,0.894999981,0.876810968,393940000
315,2016/4/5,0.887000024,0.90200001,0.88349998,0.893750012,0.875586152,339568000
316,2016/4/6,0.882499993,0.895500004,0.865750015,0.894999981,0.876810968,453376000
317,2016/4/7,0.88924998,0.897249997,0.882000029,0.885749996,0.867748857,378104000
318,2016/4/8,0.893000007,0.898750007,0.882749975,0.891499996,0.873382032,255936000
319,2016/4/11,0.896749973,0.911750019,0.893999994,0.897000015,0.878770471,387524000
320,2016/4/12,0.899999976,0.901250005,0.878499985,0.896000028,0.877790749,292764000
321,2016/4/13,0.899999976,0.918749988,0.899999976,0.918500006,0.899833381,350716000
322,2016/4/14,0.916000009,0.925000012,0.912249982,0.921000004,0.902282417,416564000
323,2016/4/15,0.920750022,0.936500013,0.917750001,0.928250015,0.909385204,436972000
324,2016/4/18,0.926500022,0.926500022,0.915250003,0.924250007,0.905466437,307320000
